0.1,0.10788213896698921,0.10788218836090753,0.10788213896698921,0.036578546732110986,-0.02579033283541206
0.2,0.09459367586299755,0.09459373686247974,0.09459367586299755,0.041057659668405515,-0.022138924495806005
0.30000000000000004,0.08427690824985608,0.08427697989869568,0.08427690824985608,0.04455356581054781,-0.019270493335590985
0.4,0.07602217414389084,0.07602230092021448,0.07602217414389084,0.04736211031493348,-0.01695324065737714
0.5,0.06926043386742889,0.0692606939885559,0.06926043386742889,0.04967011082659063,-0.015039893892876185
0.6,0.06361624707569227,0.0636162966592011,0.06361624707569227,0.051601558719150266,-0.013431810473734901
0.7000000000000001,0.05883123349497844,0.05883129244354265,0.05883123349497844,0.053242573135131206,-0.012060709688646296
0.8,0.05472168340010295,0.05472177243843711,0.05472168340010295,0.054654580455962644,-0.010877233735880279
0.9,0.051152991150656406,0.05115311841514349,0.051152991150656406,0.05588266826433187,-0.009844976228741106
1.0,0.04802428305404649,0.04802443570629695,0.04802428305404649,0.05696074741646416,-0.008936464362417672
